SubjNo,List,prime,prime_semantics,correct response,given response,match?,rt,perceptual rating,date,frameRate,experiment_name,session,participant
2,1,I heated the water,Sklar_control_A,down,down,1,1.575646162,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I watered the plant,Sklar_filler,up,up,1,2.547495127,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I ironed the clothes,Sklar_control_B,up,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Sam sucked the candy,Sensible,down,down,1,1.656816006,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Ella mashed the turnip,Sensible,down,down,1,4.688252926,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The rules taught Josh,Non-sensible,down,down,1,1.677345037,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The juice drank Matt,Non-sensible,down,down,1,1.771415949,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Luke watered the plants,Sensible,down,down,1,2.469394922,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The eggs whisked Dan,Non-sensible,down,down,1,1.300853014,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The house dusted Alex,Non-sensible,up,up,1,1.559802055,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Hugh pulled the lever,Sensible,down,down,1,3.820966959,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I planted the hammer,Sklar_violation,up,up,1,2.359218121,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The fence jumped Jon,Non-sensible,down,down,1,1.089340925,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I cleaned the house,Sklar_filler,up,None,0,None,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The kettle got Lily,Non-sensible,down,down,1,5.15092206,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I crumpled the paper,Sklar_control_B,up,up,1,4.021826029,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I fixed up the shower,Sklar_control_A,down,down,1,3.417836905,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Kate built the house,Sensible,up,up,1,2.375292063,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I smelled the smoke,Sklar_control_A,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Josh crushed the ice,Sensible,down,down,1,2.234216928,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Adam watched the opera,Sensible,down,down,1,2.281047821,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The jumper wore Joe,Non-sensible,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I folded the diamond,Sklar_violation,up,up,1,1.680787802,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The room tidied Sam,Non-sensible,down,down,1,5.275970936,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I smelled the pie,Sklar_control_B,up,up,1,1.387351036,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Emma pulled the rope,Sensible,down,down,1,1.387331963,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Dan brushed the hair,Sensible,up,up,1,2.053359032,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Phil typed the letter,Sensible,down,down,1,1.45795989,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The cream whisked Tom,Non-sensible,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Erin punched the monitor,Sensible,down,down,1,2.586977959,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I watered the ground,Sklar_control_A,up,up,1,2.210580826,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Tim took the ticket,Sensible,up,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I closed the cabinet,Sklar_filler,down,down,1,1.669471979,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Joe wore the jumper,Sensible,up,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Josh ironed the shirt,Sensible,down,down,1,2.586889982,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The thread measured Amy,Non-sensible,down,down,1,2.44580102,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The shirt ironed Josh,Non-sensible,up,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The monitor punched Erin,Non-sensible,up,up,1,4.351000071,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I found the exercise,Sklar_filler,down,down,1,1.458014011,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I shampooed the hair,Sklar_control_B,up,up,1,1.010946989,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I swallowed the food,Sklar_control_B,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The number dialed Tom,Non-sensible,down,down,1,1.371366978,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Erin tidied the garage,Sensible,down,down,1,1.340333939,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I baked the bread,Sklar_control_A,down,down,1,1.387435913,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I painted the building,Sklar_filler,up,up,1,2.634123087,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The coins polished Jon,Non-sensible,down,down,1,2.02227211,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Sam tidied the room,Sensible,up,up,1,4.515861988,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The lorry dented Lily,Non-sensible,down,down,1,1.136232853,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Bill trimmed the hair,Sensible,down,down,1,4.291604996,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I drew the rain,Sklar_control_A,down,down,1,2.704613924,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I broke the hat,Sklar_violation,up,up,1,2.351767063,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The report filed Ian,Non-sensible,down,down,1,2.822025061,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The potatoes mashed Will,Non-sensible,down,down,1,0.924412966,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Alex dusted the house,Sensible,down,down,1,7.819734097,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Beth took the photo,Sensible,up,up,1,2.198121071,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Tom grated the carrots,Sensible,up,up,1,1.304229021,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I prepared the stew,Sklar_filler,down,down,1,3.182498932,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The lever pulled Hugh,Non-sensible,up,up,1,4.879636049,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Ian filed the report,Sensible,up,up,1,2.03331399,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The ticket took Tim,Non-sensible,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I crumpled the river,Sklar_violation,up,up,1,1.23029995,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The salt passed Leo,Non-sensible,down,down,1,0.846282959,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jon jumped the fence,Sensible,up,up,1,1.230358124,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jane punched the wall,Sensible,up,up,1,1.159785032,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jake dusted the shelf,Sensible,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Rob measured the curtains,Sensible,down,down,1,4.735196829,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Amy measured the thread,Sensible,up,up,1,1.48141408,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I woke up the child,Sklar_control_B,up,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Ryan carried the gun,Sensible,down,down,1,1.246327162,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I photographed the river,Sklar_control_A,up,up,1,1.068912029,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The ball squeezed Josh,Non-sensible,down,down,1,1.209870815,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Dan whisked the eggs,Sensible,up,up,1,1.982922077,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Will mashed the potatoes,Sensible,down,down,1,1.410912991,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Leo stored the wine,Sensible,up,up,1,1.011003971,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The rice stored Fred,Non-sensible,down,down,1,2.288818121,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I looked for the paint,Sklar_control_A,up,up,1,1.222439051,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Mike paid the bill,Sensible,down,down,1,1.184087992,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The gun carried Ryan,Non-sensible,up,up,1,1.010978222,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I cut the sand,Sklar_violation,up,up,1,1.04559803,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Erin described the church,Sensible,up,up,1,4.620667934,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Tom dialed the number,Sensible,up,up,1,1.05802393,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Ben climbed the stairs,Sensible,up,up,1,3.739420891,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The jar labeled Liz,Non-sensible,up,up,1,0.869815826,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jack mixed the fruits,Sensible,down,down,1,5.229022026,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Leah sucked the lolly,Sensible,up,down,0,2.66534996,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I tasted the wine,Sklar_control_A,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The box labeled Ian,Non-sensible,up,up,1,1.034326077,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I threw the bread,Sklar_filler,up,up,1,1.340352058,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The paper cut Jon,Non-sensible,up,up,1,1.081403017,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The internet searched Max,Non-sensible,down,down,1,4.798109055,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Joe entered the office,Sensible,down,down,1,1.418578148,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Max searched the internet,Sensible,down,down,1,1.504988909,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I sewed the sock,Sklar_control_B,up,up,1,2.900352001,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The laptop fixed Jen,Non-sensible,up,up,1,6.264019966,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I turned up the volume,Sklar_control_B,down,down,1,5.111368895,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I sweetened the juice,Sklar_filler,down,down,1,7.738334894,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I met the woman,Sklar_filler,down,down,1,4.362103939,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Kate hugged the pillow,Sensible,up,up,1,4.892337084,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The dessert served Fred,Non-sensible,up,up,1,1.575726032,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I burnt the stew,Sklar_control_B,up,up,1,2.127272844,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Ryan knitted the socks,Sensible,down,down,1,1.669699907,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Sara jumped the hedge,Sensible,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I sold the string,Sklar_filler,down,down,1,5.550468922,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The garage tidied Erin,Non-sensible,down,down,1,4.351240158,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I warmed up the food,Sklar_filler,down,down,1,3.300188065,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The turnip mashed Ella,Non-sensible,up,up,1,4.946648836,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I cooked the stairs,Sklar_violation,down,down,1,1.418603182,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I solved the peas,Sklar_violation,up,up,1,1.465520144,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Rose built the shed,Sensible,up,up,1,2.08008194,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I washed the head,Sklar_filler,down,down,1,1.669672012,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The shelf dusted Jake,Non-sensible,down,down,1,4.49972105,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Liz weighed the sugar,Sensible,down,down,1,4.452935934,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Kate wore the dress,Sensible,up,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The gift posted Jack,Non-sensible,down,down,1,1.105108023,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I tasted the vinegar,Sklar_control_A,down,down,1,2.010104895,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The carrots grated Tom,Non-sensible,down,down,1,2.618354797,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I sewed the smoke,Sklar_violation,down,down,1,1.152227163,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Eve taught the lesson,Sensible,up,up,1,1.324383974,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I built the building,Sklar_control_B,up,up,1,2.076981068,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I met the child,Sklar_filler,up,up,1,1.293426037,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Kate served the dish,Sensible,up,up,1,0.98761487,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I made the coffee,Sklar_control_A,up,up,1,0.869946003,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The opera watched Adam,Non-sensible,up,up,1,1.05798316,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I planted the plant,Sklar_control_B,down,down,1,0.846183062,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Tom knitted the scarf,Sensible,up,up,1,0.877364874,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The fruits mixed Jack,Non-sensible,down,down,1,1.293246031,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I tied the chasm,Sklar_violation,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I cooked the tomatoes,Sklar_control_B,up,up,1,0.822820902,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The letter typed Phil,Non-sensible,down,down,1,0.940407038,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The flour weighed Jen,Non-sensible,up,up,1,1.528408051,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Josh taught the rules,Sensible,down,down,1,1.904882908,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The photo took Beth,Non-sensible,down,down,1,1.230279922,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The teeth brushed Carl,Non-sensible,down,down,1,2.375260115,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I shaved the glue,Sklar_violation,up,up,1,1.222743034,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I scrubbed the thunder,Sklar_violation,down,down,1,1.316907883,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I scattered the dice,Sklar_filler,down,down,1,1.363882065,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The pot scrubbed Josh,Non-sensible,up,up,1,0.84641099,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I cooked the rice,Sklar_control_A,up,up,1,1.469102144,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I scrubbed the house,Sklar_control_B,down,down,1,1.04224205,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I drew the map,Sklar_filler,down,down,1,1.254091978,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Hugh dialed the hotline,Sensible,up,up,1,2.197897911,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The handle pulled Tim,Non-sensible,up,up,1,1.269779921,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I shaved the head,Sklar_control_B,down,down,1,1.136093855,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I fixed up the shed,Sklar_control_A,down,down,1,1.210134029,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The puzzle solved Joe,Non-sensible,up,up,1,1.175497055,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I wiped the juice,Sklar_control_A,down,down,1,1.340322018,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The sweets offered Tom,Non-sensible,up,up,1,0.947840929,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Erin crushed the garlic,Sensible,up,up,1,1.387599945,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Fred served the dessert,Sensible,down,down,1,1.551927805,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I built the rice,Sklar_violation,up,up,1,3.911692858,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I imagined the border,Sklar_filler,up,up,1,1.928214073,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I threw the peas,Sklar_control_A,down,down,1,2.634193897,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I baked the pie,Sklar_filler,up,up,1,1.55182004,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Max lent the bucket,Sensible,down,down,1,1.034639835,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Ewan wrote the story,Sensible,up,up,1,1.042253017,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Mark washed the dishes,Sensible,up,up,1,0.948059082,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jay painted the portrait,Sensible,down,down,1,1.865524054,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jen searched the room,Sensible,up,up,1,1.199155092,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Carl brushed the teeth,Sensible,down,down,1,1.26975894,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The lesson taught Eve,Non-sensible,up,up,1,1.034500122,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The pen described John,Non-sensible,up,up,1,1.199256897,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The bath cleaned Jack,Non-sensible,down,down,1,1.011164188,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jen fixed the laptop,Sensible,down,down,1,1.081533909,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I interviewed the woman,Sklar_control_B,up,up,1,1.293255806,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I smelled the melody,Sklar_violation,up,up,1,1.058185101,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Ben chewed the toffee,Sensible,down,down,1,1.230478048,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The party cancelled Phil,Non-sensible,up,up,1,0.893434048,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The sofa sold Carl,Non-sensible,down,down,1,1.222800016,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Tom visited the hospital,Sensible,down,down,1,1.363837957,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I changed the computer,Sklar_filler,up,up,1,1.081515074,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Owen swallowed the gum,Sensible,up,up,1,1.010939121,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The cheese grated Andy,Non-sensible,down,down,1,1.481312037,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Matt pushed the trolley,Sensible,up,up,1,1.034523964,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The blanket stroked Ryan,Non-sensible,up,up,1,1.105097055,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Ryan stroked the blanket,Sensible,down,down,1,1.552103996,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I tore the map,Sklar_control_B,down,None,0,None,0,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The garden watered Jeff,Non-sensible,up,up,1,2.735597134,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The garlic crushed Erin,Non-sensible,up,up,1,2.33596015,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Tim sniffed the perfume,Sensible,up,up,1,1.08175993,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The pan washed Beth,Non-sensible,down,down,1,1.256977081,3,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Mary iced the cake,Sensible,up,up,1,1.481363058,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jack posted the gift,Sensible,down,down,1,4.19419384,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The hedge jumped Sara,Non-sensible,down,down,1,7.6677351,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I gathered the shower,Sklar_violation,up,up,1,1.136356115,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,I smelled the hair,Sklar_filler,up,up,1,1.95203805,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,The poster read Luke,Non-sensible,up,up,1,2.375281811,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Jay sold the bed,Sensible,down,up,0,1.246268988,1,2015_Oct_02_1041,85.03610833,CFS popping time,1,
2,1,Leo carried the wallet,Sensible,down,down,1,1.300899982,2,2015_Oct_02_1041,85.03610833,CFS popping time,1,
